id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q1000921,Prime Minister of the Faroe Islands,Q35,Q4628,,,1948,,,,List of lawmen and prime ministers of the Faroe Islands
Q108326606,Deputy Prime Minister of the Faroe Islands,Q35,Q4628,,Q3412240,,,,,
Q108326659,Minister of Culture,Q4628,Q4628,,,,,,,
Q21034789,Finance Minister of the Faroe Islands,Q4628,Q4628,,Q5095312,,,,,
Q21034925,Health Minister of the Faroe Islands,Q4628,Q4628,,,,,,,
Q108328710,Minister of Fisheries,Q4628,Q4628,,Q5095440,,,,,
Q108328701,Minister of Foreign Affairs,Q4628,Q4628,,,,,,,
Q108328743,Minister of Internal Affairs,Q4628,Q4628,,Q10973098,,,,,
Q108328759,Minister of Labour and the Environment,Q4628,Q4628,,,,,,,
Q108328726,Minister of Self-Governing and Justice,Q4628,Q4628,,,,,,,
Q23304381,Minister of Social Affairs,Q35,Q4628,,,,,,,
Q109525798,Speaker of the Løgting of the Faroe Islands,,,,Q3358088,,,,,
Q111744876,mayor of Tórshavn,,Q10704,,,,,,,
